beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
38,St Andrews East,Southeast Scotland,Scotland,UK + Ireland,56.3386,-2.7786,Europe/London,,,,,,,,,,,,,,,,,,
39,Lunan Bay,Southeast Scotland,Scotland,UK + Ireland,56.6518,-2.5017,Europe/London,,,,,,,,,,,,,,,,,,
40,Stonehaven ,Southeast Scotland,Scotland,UK + Ireland,56.9659,-2.2032,Europe/London,,,,,,,,,,,,,,,,,,
41,Aberdeen - Beach,Southeast Scotland,Scotland,UK + Ireland,57.1525,-2.0768,Europe/London,"A 3 mile long stretch of sand that runs north from the mouth of the River Dee with a number of banks that work through the tides, sculpted in part by the obvious impediment of groynes built to lessen beach erosion. Sandbars also form around the mouth of the River Don at the northern end of the Esplanade. Obviously beware of rips.",Beginner - intermediate,"Fun spot for all, beginners watch out for rips in anything but tiny waves.",Welcoming,Chilled.,Mellow,"Can get busy, but generally mellow.",Fun,Beachbreak that can be excellent but depends on the banks which shift and form around groynes and rivermouth.,Medium,Hard work in anything but small waves.,Fair,Can be polluted after rains.,"Long shore drift and strong rips a problem, plus many groynes.",Plenty of Beachfront parking.,"Shortboard, fish, longboard, bodyboard, bodysurfing",Sand with groynes.,December - February.
42,Peterhead (Sandford Bay) ,Southeast Scotland,Scotland,UK + Ireland,57.4856,-1.7925,Europe/London,,,,,,,,,,,,,,,,,,
129,Sines,Alentejo & North Algarve,Portugal,Spain + Portugal,37.97,-8.88,Europe/Lisbon,,,,,,,,,,,,,,,,,,
921,Praia de Sabon,Galicia - West,Spain,Spain + Portugal,43.3292,-8.5077,Europe/Madrid,,,,,,,,,,,,,,,,,,
922,Mirissa,South West Sri Lanka,South West Sri Lanka,Sri Lanka,5.9441,80.4548,Asia/Colombo,,,,,,,,,,,,,,,,,,
924,El Palmarcito,Costa del Balsamo,El Salvador,Central America North,13.4937,-89.4217,America/El_Salvador,,,,,,,,,,,,,,,,,,
43,Fraserburgh,Moray Firth,Scotland,UK + Ireland,57.6798,-1.9807,Europe/London,"Fraserburgh is the epicentre of the East Coast scene with a large hardcore crew and many of Scotland's top surfers started here. The Broch – as it is known locally – translates as the Fort. This crescent shaped beach faces N/NE so picks up plenty of swell, working on all tides. The western harbour end is home to a good quality left point breaking over boulders at high tide. Philorth at the eastern end is a beach break with fun peaks.",Beginner - intermediate,"Beach great for all when small, points best left to experienced surfers.",Doable,Competitive. Relaxed if respectful.,Moderate,Large local crew who wait through the cold flat spells for the good days - follow etiquette.,Fun,Good quality waves when all the factors come together.,Medium,Hard work when big.,Clean,"Mostly OK, can be sewage after rains.","Crowded when good, rips.",There's a car park at the western harbour end and a few parking areas all along the bay.,"Shortboard, funboard, longboard, fish",Sand.,September - February.
44,Banff - Beach,Moray Firth,Scotland,UK + Ireland,57.6661,-2.5181,Europe/London,,,,,,,,,,,,,,,,,,
45,Lossiemouth,Moray Firth,Scotland,UK + Ireland,57.7188,-3.2777,Europe/London,"This long, flat, uniform stretch of sand winds away for six miles east from the rivermouth breakwater. Needs a decent swell to produce waves here but can be fun with lefts and right peaks. Beach is sand at rivermouth end then becomes pebbles further along. There are fun low tide lefts by the breakwater wall but access is tricky as the footbridge is closed. Change in car park and paddle across river to access beach.",Beginner - intermediate,Any and all when small.,Welcoming,Friendly.,Mellow,Quiet.,Poor,"Fun, quiet beach with loads of room to spread out. Better at river end.",Light,"Easy when small, lots of duck-diving when bigger.",Clean,OK.,Tricky access.,Access is tricky as river runs behind beach and bridge now in disrepair. Surfers can paddle / wade across.,"Shortboard, fish, funboard, longboard, sup, bodyboard",Sand and pebbles.,September - February when the North Sea comes to life.
46,Sinclairs Bay - Beach,Caithness - East,Scotland,UK + Ireland,58.5027,-3.1305,Europe/London,,,,,,,,,,,,,,,,,,
47,Thurso East,Caithness - West,Scotland,UK + Ireland,58.6026,-3.5097,Europe/London,"The highlight of Scotland's ""Norse Shore,"" this reeling right-hander nestled in the shadow of brooding battlements, is a Celtic case-study in topographic perfection. The smooth, kelp covered slab-stone reef at the mouth of ""Thor's River"" condenses and converts the raw power of Arctic swells rolling into the bay. With more north in it, the wave walls. But with more west, it transforms into a dark, cavernous pit up to 100 meters in length. Having been spat into the channel, the gentle rip carries you back to the peak with little effort. Even in the summer a 4/3 is advisable and in winter, gloves, boots and hoods are essential. Likened to a cold water Nias and discovered in the same year. No longer an empty frigid gem, always busy when it breaks and the small take-off zone means respect the locals.",Intermediate - advanced,Be sure you have good reef experience before you paddle out here.,Doable,Tolerant with humilty and respect.,Moderate,"Small, intense take off point plus increased numbers means there's always a crowd.",Perfect,"A real jewel in the Scottish surfing crown, world class on its day.",Medium,Easy paddle out in rip formed by river.,Clean,Brown peaty river run-off but pretty clean.,"Shallow reef, crowds.",Park respectfully in farm yard near surf club. Don't block the farmer's access.,Shortboard,Slab-stone reef.,September - February.
48,Islay (Machir Bay),Inner Hebrides,Scotland,UK + Ireland,55.7791,-6.4621,Europe/London,,,,,,,,,,,,,,,,,,
49,Isle of Lewis,Outer Hebrides,Scotland,UK + Ireland,58.3067,-6.7571,Europe/London,,,,,,,,,,,,,,,,,,
50,Bundoran - The Peak,Donegal Bay,Ireland,UK + Ireland,54.4813,-8.287,Europe/London,"As the prevalence of big and scary waves grows in the media, The Peak is no longer Ireland's most famous wave. The reef is a  horseshoe peak, with a long, left, wall that has hollow sections and a shorter, bowling right. Under double-overhead, it really needs a low tide to show its true, fairly perfect form; once it gets big, it'll start to break through all tides. When its giant, the left shuts down, but the right stays rideable with proximity to a deep channel.   Paddle out across the bay when its big.",Intermediate - advanced,Suits all skill levels except beginners.,Doable,"It's a super tight takeoff zone, and a small town. Manners and smiles will serve you well.",Heavy,The Peak used to be the most famous wave in Ireland and it still is the most consistent as it handles prevailing SW quite well. its right in town and easy access so its one of the most crowded waves in Ireland. Has been for awhile. Some days rival a good wave in California for surfer density.,Perfect,"One of the funnest performance waves in the world.  Rivals Trestles or for quality. Great for turns, progressive maneuvers, and the occasional barrel.",Medium,"Paddle outs can be long when its big, from either side. Long paddle backs and lots of water moving as it gets bigger.",Fair,"Better than it used to be, but still not great. Outflow upgrade completed in 2018 brings the system up to a standard they had in the 80's.  Not great. But at least its mostly treated sewage released during rain events now. Still avoid after heavy rains, especially the right on the inside.","Typical reef hazards, sharp parts, trenches, especially inside the right, and some surprisingly long hold-downs.","Access front of town by walking across the reef (carefully, its some of the world's only live temperate coral, foot traffic damages it) or paddle across the bay from the harbour when its big.","Shortboard, bodyboard",Reef with channels. Some dangerous rocks to avoid inside the right.,"Best in Autumn, winter, spring but breaks all year."
51,Strandhill,County Sligo,Ireland,UK + Ireland,54.27,-8.6128,Europe/London,A beachbreak right out in front of the promenade in Strandhill. A constantly shifting beachbreak with some excellent days depending on the shape of the sand bars.,All Abilities,"Beginners should be accompanied because of rips and changing conditions. Intermediate to advanced surfers will scour out peaks that suit them. Many good surfers have come from this area, perhaps due to challenging, shifty conditions.",Welcoming,"If you are not being polite or competent in the water, the locals will let you know.",Moderate,Large surf population in the village as well as close proximity to Sligo City. Can get dense on a good day.,Fun,Good waves here when the sand cooperates.,Medium,Not far from the beach but can be current when bigger.,Clean,Very clean.,"High tide cuts off access against the barrier, do not go on the beach during high tide. Rips especially as it gets bigger. Lifeguard during summer season. Never surf alone.",Parking is tight in the summer months in lot next to beach. No access to ocean at high tides.,"Shortboard, fish, funboard, longboard",Sand. Some rocks poking up as the sand gets washed away in the winter.,Breaks all year round but will get overpowered by big winter swells and go flat in the summer.
936,Vale Figueiras,South Algarve,Portugal,Spain + Portugal,37.2489,-8.868,Europe/Lisbon,,,,,,,,,,,,,,,,,,
1182,Elly Bay West,County Mayo,Ireland,UK + Ireland,54.1599,-10.1044,Europe/London,,,,,,,,,,,,,,,,,,
1556,La Côte Sauvage,Morbihan & Loire Atlantique,Morbihan & Loire Atlantique,France,47.5161,-3.1537,Europe/Paris,,,,,,,,,,,,,,,,,,
1557,Plage du Loch ,Morbihan & Loire Atlantique,Morbihan & Loire Atlantique,France,47.7531,-3.5143,Europe/Paris,,,,,,,,,,,,,,,,,,
